Time(s),CH1V,CH2V
4.990000e+01,2.266667e-01,-1.149067e+01
5.000000e+01,2.383733e-01,-1.131533e+01
5.010000e+01,2.313600e-01,-1.137533e+01
5.020000e+01,2.252800e-01,-1.137933e+01
5.030000e+01,2.263733e-01,-1.140467e+01
5.040000e+01,2.259200e-01,-1.151267e+01
5.050000e+01,2.282933e-01,-1.150733e+01
5.060000e+01,2.913600e-01,-1.097867e+01
5.070000e+01,2.308800e-01,-1.148400e+01
5.080000e+01,2.174667e-01,-1.158933e+01
5.090000e+01,2.223733e-01,-1.138933e+01
5.100000e+01,2.128267e-01,-1.130267e+01
5.110000e+01,1.888533e-01,-1.144000e+01
5.120000e+01,2.175200e-01,-1.132333e+01
5.130000e+01,2.306667e-01,-1.138400e+01
5.140000e+01,2.179200e-01,-1.149933e+01
5.150000e+01,2.070933e-01,-1.138133e+01
5.160000e+01,2.264800e-01,-1.129200e+01
5.170000e+01,2.288000e-01,-1.149933e+01
5.180000e+01,2.275467e-01,-1.144800e+01
5.190000e+01,2.200533e-01,-1.143867e+01
5.200000e+01,2.333333e-01,-1.147267e+01
5.210000e+01,2.295733e-01,-1.133133e+01
5.220000e+01,2.243467e-01,-1.139467e+01
5.230000e+01,2.279467e-01,-1.144667e+01
5.240000e+01,2.345867e-01,-1.135200e+01
5.250000e+01,2.236533e-01,-1.151533e+01
5.260000e+01,2.292267e-01,-1.147000e+01
5.270000e+01,2.311733e-01,-1.135800e+01
5.280000e+01,2.218667e-01,-1.144533e+01
5.290000e+01,2.291467e-01,-1.139333e+01
5.300000e+01,1.847467e-01,-1.143200e+01
5.310000e+01,2.305333e-01,-1.142600e+01
5.320000e+01,2.241067e-01,-1.138267e+01
5.330000e+01,2.213867e-01,-1.138533e+01
5.340000e+01,2.543467e-01,-1.148400e+01
5.350000e+01,2.300267e-01,-1.135933e+01
5.360000e+01,2.267200e-01,-1.134533e+01
5.370000e+01,2.511733e-01,-1.133267e+01
5.380000e+01,2.314667e-01,-1.138533e+01
5.390000e+01,2.267200e-01,-1.128333e+01
5.400000e+01,2.271200e-01,-1.137533e+01
5.410000e+01,2.248000e-01,-1.146067e+01
5.420000e+01,2.330933e-01,-1.156800e+01
5.430000e+01,2.116533e-01,-1.143467e+01
5.440000e+01,2.244000e-01,-1.137933e+01
5.450000e+01,2.305333e-01,-1.131533e+01
5.460000e+01,2.308267e-01,-1.143467e+01
5.470000e+01,2.408000e-01,-1.133733e+01
5.480000e+01,2.228533e-01,-1.154000e+01
5.490000e+01,2.325067e-01,-1.140733e+01
5.500000e+01,2.222667e-01,-1.139067e+01
5.510000e+01,2.289333e-01,-1.137133e+01
5.520000e+01,2.273600e-01,-1.135467e+01
5.530000e+01,2.254400e-01,-1.131800e+01
5.540000e+01,2.277067e-01,-1.154000e+01
5.550000e+01,2.235467e-01,-1.130800e+01
5.560000e+01,2.236533e-01,-1.141667e+01
5.570000e+01,2.275467e-01,-1.134133e+01
5.580000e+01,2.271200e-01,-1.151133e+01
5.590000e+01,2.197067e-01,-1.136600e+01
5.600000e+01,2.265600e-01,-1.139467e+01
5.610000e+01,2.272533e-01,-1.132733e+01
5.620000e+01,2.278933e-01,-1.139733e+01
5.630000e+01,2.271733e-01,-1.141667e+01
5.640000e+01,2.922933e-01,-1.085133e+01
5.650000e+01,2.172800e-01,-1.147467e+01
5.660000e+01,1.757600e-01,-1.138667e+01
5.670000e+01,2.200533e-01,-1.142600e+01
5.680000e+01,2.288000e-01,-1.132600e+01
5.690000e+01,2.291467e-01,-1.136067e+01
5.700000e+01,2.260267e-01,-1.136467e+01
5.710000e+01,2.225600e-01,-1.149067e+01
5.720000e+01,2.336800e-01,-1.138800e+01
5.730000e+01,2.153067e-01,-1.154000e+01
5.740000e+01,2.307200e-01,-1.136733e+01
5.750000e+01,2.322133e-01,-1.135467e+01
5.760000e+01,2.441600e-01,-1.166667e+01
5.770000e+01,2.308800e-01,-1.141000e+01
5.780000e+01,2.291467e-01,-1.141667e+01
5.790000e+01,2.576000e-01,-1.144667e+01
5.800000e+01,2.256800e-01,-1.156467e+01
5.810000e+01,2.457867e-01,-1.134000e+01
5.820000e+01,2.285867e-01,-1.145667e+01
5.830000e+01,2.350667e-01,-1.153867e+01
5.840000e+01,2.122933e-01,-1.164333e+01
5.850000e+01,2.286400e-01,-1.132600e+01
5.860000e+01,2.126400e-01,-1.127133e+01
5.870000e+01,2.402667e-01,-1.130400e+01
5.880000e+01,2.322133e-01,-1.145533e+01
5.890000e+01,2.314667e-01,-1.129733e+01
5.900000e+01,2.382400e-01,-1.120800e+01
5.910000e+01,2.406933e-01,-1.128600e+01
5.920000e+01,2.265600e-01,-1.126600e+01
5.930000e+01,2.406933e-01,-1.130000e+01
5.940000e+01,2.440533e-01,-1.097200e+01
5.950000e+01,2.248000e-01,-1.148133e+01
5.960000e+01,2.321600e-01,-1.146733e+01
5.970000e+01,2.282400e-01,-1.154000e+01
5.980000e+01,2.223200e-01,-1.146333e+01
5.990000e+01,2.245867e-01,-1.143467e+01
6.000000e+01,2.223200e-01,-1.144800e+01
6.010000e+01,2.213333e-01,-1.155400e+01
6.020000e+01,2.134133e-01,-1.115467e+01
6.030000e+01,2.367467e-01,-1.137800e+01
6.040000e+01,2.218133e-01,-1.162267e+01
6.050000e+01,2.284000e-01,-1.137533e+01
6.060000e+01,2.191467e-01,-1.143200e+01
6.070000e+01,2.205333e-01,-1.135600e+01
6.080000e+01,2.240000e-01,-1.130133e+01
6.090000e+01,2.281600e-01,-1.144000e+01
6.100000e+01,2.258667e-01,-1.130800e+01
6.110000e+01,2.276533e-01,-1.157867e+01
6.120000e+01,2.273600e-01,-1.148133e+01
6.130000e+01,2.274667e-01,-1.130400e+01
6.140000e+01,2.330400e-01,-1.140133e+01
6.150000e+01,2.275467e-01,-1.125467e+01
6.160000e+01,2.284533e-01,-1.153067e+01
6.170000e+01,2.073867e-01,-1.117800e+01
6.180000e+01,2.233600e-01,-1.129467e+01
6.190000e+01,2.354133e-01,-1.136333e+01
6.200000e+01,2.241067e-01,-1.139067e+01
6.210000e+01,2.334933e-01,-1.137667e+01
6.220000e+01,2.281600e-01,-1.131400e+01
6.230000e+01,2.303200e-01,-1.146600e+01
6.240000e+01,2.256800e-01,-1.141667e+01
6.250000e+01,2.088267e-01,-1.150733e+01
6.260000e+01,2.285867e-01,-1.147133e+01
6.270000e+01,2.238933e-01,-1.130667e+01
6.280000e+01,2.222667e-01,-1.140133e+01
6.290000e+01,2.272533e-01,-1.142933e+01
6.300000e+01,2.277600e-01,-1.131933e+01
6.310000e+01,2.146667e-01,-1.144000e+01
6.320000e+01,2.190667e-01,-1.149600e+01
6.330000e+01,2.274667e-01,-1.130933e+01
6.340000e+01,2.319467e-01,-1.140600e+01
6.350000e+01,2.301333e-01,-1.143733e+01
6.360000e+01,2.408000e-01,-1.135600e+01
6.370000e+01,2.272533e-01,-1.144267e+01
6.380000e+01,2.238933e-01,-1.141267e+01
6.390000e+01,2.243467e-01,-1.145933e+01
6.400000e+01,2.261333e-01,-1.147000e+01
6.410000e+01,2.359200e-01,-1.144400e+01
6.420000e+01,2.250400e-01,-1.133267e+01
6.430000e+01,2.442133e-01,-1.146200e+01
6.440000e+01,1.934667e-01,-1.179800e+01
6.450000e+01,2.316533e-01,-1.135800e+01
6.460000e+01,2.002667e-01,-1.138933e+01
6.470000e+01,2.314667e-01,-1.130933e+01
6.480000e+01,2.334400e-01,-1.143867e+01
6.490000e+01,2.232000e-01,-1.136733e+01
6.500000e+01,2.534933e-01,-1.147267e+01
6.510000e+01,1.765600e-01,-1.168267e+01
6.520000e+01,2.266667e-01,-1.127800e+01
6.530000e+01,2.343733e-01,-1.134800e+01
6.540000e+01,2.297867e-01,-1.148800e+01
6.550000e+01,2.318667e-01,-1.134800e+01
6.560000e+01,2.540533e-01,-1.137400e+01
6.570000e+01,2.256267e-01,-1.119733e+01
6.580000e+01,2.338933e-01,-1.144800e+01
6.590000e+01,2.271200e-01,-1.150733e+01
6.600000e+01,2.252800e-01,-1.133000e+01
6.610000e+01,2.245867e-01,-1.133733e+01
6.620000e+01,2.296800e-01,-1.136600e+01
6.630000e+01,2.303733e-01,-1.130267e+01
6.640000e+01,2.718400e-01,-1.079533e+01
6.650000e+01,2.254400e-01,-1.155000e+01
6.660000e+01,2.288533e-01,-1.151933e+01
6.670000e+01,2.357067e-01,-1.133267e+01
6.680000e+01,2.324533e-01,-1.081867e+01
6.690000e+01,2.505867e-01,-1.142200e+01
6.700000e+01,2.305333e-01,-1.149200e+01
6.710000e+01,2.813867e-01,-1.075267e+01
6.720000e+01,2.849333e-01,-1.145400e+01
6.730000e+01,2.366400e-01,-1.125333e+01
6.740000e+01,2.286400e-01,-1.134267e+01
6.750000e+01,2.278133e-01,-1.140267e+01
6.760000e+01,2.223200e-01,-1.137400e+01
6.770000e+01,2.287467e-01,-1.159133e+01
6.780000e+01,2.218133e-01,-1.133733e+01
6.790000e+01,2.275467e-01,-1.147733e+01
6.800000e+01,2.282933e-01,-1.138933e+01
6.810000e+01,2.294400e-01,-1.144267e+01
6.820000e+01,2.301333e-01,-1.138267e+01
6.830000e+01,2.326400e-01,-1.128067e+01
6.840000e+01,2.284000e-01,-1.148400e+01
6.850000e+01,2.285867e-01,-1.129600e+01
6.860000e+01,2.301867e-01,-1.123000e+01
6.870000e+01,2.273067e-01,-1.124933e+01
6.880000e+01,2.334933e-01,-1.131267e+01
6.890000e+01,2.196533e-01,-1.123000e+01
6.900000e+01,2.241867e-01,-1.133467e+01
6.910000e+01,2.262667e-01,-1.139467e+01
6.920000e+01,2.256267e-01,-1.149333e+01
6.930000e+01,2.172800e-01,-1.149800e+01
6.940000e+01,2.204800e-01,-1.140133e+01
6.950000e+01,2.219200e-01,-1.149800e+01
6.960000e+01,2.205333e-01,-1.149333e+01
6.970000e+01,2.225600e-01,-1.144000e+01
6.980000e+01,2.293333e-01,-1.138667e+01
6.990000e+01,2.285867e-01,-1.126467e+01
7.000000e+01,2.298400e-01,-1.131933e+01
7.010000e+01,2.306667e-01,-1.122600e+01
7.020000e+01,2.289333e-01,-1.119733e+01
7.030000e+01,2.293867e-01,-1.128067e+01
7.040000e+01,2.289333e-01,-1.142933e+01
7.050000e+01,2.255733e-01,-1.147733e+01
7.060000e+01,2.224267e-01,-1.139867e+01
7.070000e+01,2.477600e-01,-1.174600e+01
7.080000e+01,2.325067e-01,-1.144667e+01
7.090000e+01,2.255200e-01,-1.137800e+01
7.100000e+01,2.241867e-01,-1.138267e+01
7.110000e+01,2.311733e-01,-1.142800e+01
7.120000e+01,2.266667e-01,-1.136733e+01
7.130000e+01,2.282933e-01,-1.155267e+01
7.140000e+01,2.278933e-01,-1.139600e+01
7.150000e+01,2.310667e-01,-1.149800e+01
7.160000e+01,2.468267e-01,-1.134133e+01
7.170000e+01,2.300267e-01,-1.140000e+01
7.180000e+01,2.188533e-01,-1.137933e+01
7.190000e+01,2.225600e-01,-1.155933e+01
7.200000e+01,2.294933e-01,-1.138667e+01
7.210000e+01,2.222133e-01,-1.145400e+01
7.220000e+01,2.377333e-01,-1.142467e+01
7.230000e+01,2.256267e-01,-1.185200e+01
7.240000e+01,2.303733e-01,-1.155133e+01
7.250000e+01,2.378400e-01,-1.129733e+01
7.260000e+01,2.238400e-01,-1.139067e+01
7.270000e+01,2.310133e-01,-1.139200e+01
7.280000e+01,2.425867e-01,-1.154000e+01
7.290000e+01,2.284533e-01,-1.127933e+01
7.300000e+01,2.068000e-01,-1.151933e+01
7.310000e+01,2.320533e-01,-1.143733e+01
7.320000e+01,2.208267e-01,-1.143067e+01
7.330000e+01,1.838133e-01,-1.146067e+01
7.340000e+01,2.237067e-01,-1.153333e+01
7.350000e+01,2.392267e-01,-1.140467e+01
7.360000e+01,2.242400e-01,-1.139467e+01
7.370000e+01,2.375467e-01,-1.134000e+01
7.380000e+01,1.932000e-01,-1.126600e+01
7.390000e+01,2.262133e-01,-1.145533e+01
7.400000e+01,2.256800e-01,-1.124667e+01
7.410000e+01,2.265600e-01,-1.142467e+01
7.420000e+01,2.310133e-01,-1.134533e+01
7.430000e+01,2.250400e-01,-1.149067e+01
7.440000e+01,2.326400e-01,-1.145800e+01
7.450000e+01,2.284000e-01,-1.122333e+01
7.460000e+01,2.364000e-01,-1.130533e+01
7.470000e+01,2.306133e-01,-1.144933e+01
7.480000e+01,2.409600e-01,-1.117933e+01
7.490000e+01,2.290933e-01,-1.133133e+01
7.500000e+01,2.256800e-01,-1.141267e+01
7.510000e+01,2.188533e-01,-1.158267e+01
7.520000e+01,2.247467e-01,-1.130667e+01
7.530000e+01,2.293333e-01,-1.149333e+01
7.540000e+01,2.264267e-01,-1.129200e+01
7.550000e+01,2.297333e-01,-1.145933e+01
7.560000e+01,2.259200e-01,-1.137267e+01
7.570000e+01,2.804000e-01,-1.110133e+01
7.580000e+01,2.299733e-01,-1.132600e+01
7.590000e+01,2.225067e-01,-1.142067e+01
7.600000e+01,2.406933e-01,-1.137133e+01
7.610000e+01,2.155467e-01,-1.134133e+01
7.620000e+01,2.306133e-01,-1.128067e+01
7.630000e+01,2.197067e-01,-1.139333e+01
7.640000e+01,2.325600e-01,-1.145267e+01
7.650000e+01,2.277067e-01,-1.141533e+01
7.660000e+01,2.294933e-01,-1.143067e+01
7.670000e+01,2.292267e-01,-1.129733e+01
7.680000e+01,2.750933e-01,-1.136067e+01
7.690000e+01,2.250933e-01,-1.137267e+01
7.700000e+01,2.118400e-01,-1.138800e+01
7.710000e+01,2.260267e-01,-1.139600e+01
7.720000e+01,2.316000e-01,-1.146867e+01
7.730000e+01,2.324533e-01,-1.094333e+01
7.740000e+01,2.277067e-01,-1.141400e+01
7.750000e+01,2.292267e-01,-1.127000e+01
7.760000e+01,1.939467e-01,-1.150067e+01
7.770000e+01,2.172267e-01,-1.160333e+01
7.780000e+01,2.258667e-01,-1.141667e+01
7.790000e+01,2.293867e-01,-1.153467e+01
7.800000e+01,2.258667e-01,-1.131400e+01
7.810000e+01,2.228533e-01,-1.151800e+01
7.820000e+01,2.544533e-01,-1.147467e+01
7.830000e+01,2.299200e-01,-1.134800e+01
7.840000e+01,2.286933e-01,-1.138800e+01
7.850000e+01,1.823467e-01,-1.148933e+01
7.860000e+01,2.289333e-01,-1.135467e+01
7.870000e+01,2.267200e-01,-1.135600e+01
7.880000e+01,2.201333e-01,-1.146867e+01
7.890000e+01,2.297867e-01,-1.140867e+01
7.900000e+01,2.270667e-01,-1.152400e+01
7.910000e+01,2.215200e-01,-1.129867e+01
7.920000e+01,2.429867e-01,-1.146200e+01
7.930000e+01,2.257867e-01,-1.140133e+01
7.940000e+01,2.272533e-01,-1.146067e+01
7.950000e+01,2.246933e-01,-1.133467e+01
7.960000e+01,2.340800e-01,-1.144533e+01
7.970000e+01,2.197067e-01,-1.128800e+01
7.980000e+01,2.275467e-01,-1.121067e+01
7.990000e+01,2.270667e-01,-1.134133e+01
8.000000e+01,2.416000e-01,-1.136333e+01
8.010000e+01,2.292800e-01,-1.144800e+01
8.020000e+01,1.669600e-01,-1.113533e+01
8.030000e+01,2.300800e-01,-1.147867e+01
8.040000e+01,2.288000e-01,-1.149467e+01
8.050000e+01,2.350667e-01,-1.153600e+01
8.060000e+01,2.109600e-01,-1.146333e+01
8.070000e+01,2.351200e-01,-1.138267e+01
8.080000e+01,2.304800e-01,-1.142600e+01
8.090000e+01,2.883467e-01,-1.094600e+01
8.100000e+01,2.285867e-01,-1.139733e+01
8.110000e+01,2.246400e-01,-1.150200e+01
8.120000e+01,2.279467e-01,-1.147000e+01
8.130000e+01,2.291467e-01,-1.132333e+01
8.140000e+01,2.163467e-01,-1.138133e+01
8.150000e+01,2.248800e-01,-1.132600e+01
8.160000e+01,2.203467e-01,-1.143867e+01
8.170000e+01,2.297867e-01,-1.154133e+01
8.180000e+01,2.289867e-01,-1.131133e+01
8.190000e+01,2.205867e-01,-1.140267e+01
8.200000e+01,2.274667e-01,-1.134000e+01
8.210000e+01,2.235467e-01,-1.138267e+01
8.220000e+01,2.327467e-01,-1.157067e+01
8.230000e+01,3.006933e-01,-1.106533e+01
8.240000e+01,2.236533e-01,-1.135800e+01
8.250000e+01,2.271733e-01,-1.141000e+01
8.260000e+01,2.178133e-01,-1.144400e+01
8.270000e+01,2.301333e-01,-1.149600e+01
8.280000e+01,2.294933e-01,-1.144800e+01
8.290000e+01,2.281067e-01,-1.125067e+01
8.300000e+01,2.331467e-01,-1.134000e+01
8.310000e+01,2.095733e-01,-1.124133e+01
8.320000e+01,2.284533e-01,-1.133267e+01
8.330000e+01,2.323467e-01,-1.132333e+01
8.340000e+01,2.483200e-01,-1.139067e+01
8.350000e+01,2.264267e-01,-1.142200e+01
8.360000e+01,2.264267e-01,-1.146467e+01
8.370000e+01,2.328000e-01,-1.141667e+01
8.380000e+01,2.304800e-01,-1.143067e+01
8.390000e+01,2.316000e-01,-1.144267e+01
8.400000e+01,2.306667e-01,-1.132867e+01
8.410000e+01,2.255733e-01,-1.147467e+01
8.420000e+01,2.300800e-01,-1.136867e+01
8.430000e+01,2.212800e-01,-1.142067e+01
8.440000e+01,2.338400e-01,-1.143067e+01
8.450000e+01,2.341333e-01,-1.133867e+01
8.460000e+01,2.361067e-01,-1.156800e+01
8.470000e+01,2.226667e-01,-1.138667e+01
8.480000e+01,2.274133e-01,-1.153600e+01
8.490000e+01,2.290933e-01,-1.139600e+01
8.500000e+01,2.252800e-01,-1.135200e+01
8.510000e+01,2.254400e-01,-1.148667e+01
8.520000e+01,2.280000e-01,-1.134267e+01
8.530000e+01,2.250933e-01,-1.132333e+01
8.540000e+01,2.284533e-01,-1.128933e+01
8.550000e+01,2.255200e-01,-1.139333e+01
8.560000e+01,2.280533e-01,-1.161133e+01
8.570000e+01,2.150133e-01,-1.134800e+01
8.580000e+01,2.353067e-01,-1.148400e+01
8.590000e+01,2.260267e-01,-1.145800e+01
8.600000e+01,2.237600e-01,-1.135467e+01
8.610000e+01,2.266133e-01,-1.158800e+01
8.620000e+01,1.787733e-01,-1.157467e+01
8.630000e+01,2.349600e-01,-1.134400e+01
8.640000e+01,2.296267e-01,-1.146200e+01
8.650000e+01,2.362133e-01,-1.132867e+01
8.660000e+01,2.309600e-01,-1.140000e+01
8.670000e+01,2.285867e-01,-1.128600e+01
8.680000e+01,2.253867e-01,-1.154133e+01
8.690000e+01,2.230133e-01,-1.147733e+01
8.700000e+01,2.284533e-01,-1.131667e+01
8.710000e+01,2.275467e-01,-1.139467e+01
8.720000e+01,2.322133e-01,-1.144667e+01
8.730000e+01,2.311733e-01,-1.118733e+01
8.740000e+01,2.328000e-01,-1.143600e+01
8.750000e+01,2.343200e-01,-1.139733e+01
8.760000e+01,2.205333e-01,-1.151800e+01
8.770000e+01,2.358667e-01,-1.155667e+01
8.780000e+01,2.337333e-01,-1.143067e+01
8.790000e+01,2.232000e-01,-1.170067e+01
8.800000e+01,2.381333e-01,-1.158000e+01
8.810000e+01,2.290933e-01,-1.145267e+01
8.820000e+01,2.351200e-01,-1.141800e+01
8.830000e+01,2.279467e-01,-1.154867e+01
8.840000e+01,2.285067e-01,-1.136867e+01
8.850000e+01,2.241867e-01,-1.130800e+01
8.860000e+01,2.234667e-01,-1.140733e+01
8.870000e+01,2.239467e-01,-1.150333e+01
8.880000e+01,2.313600e-01,-1.141133e+01
8.890000e+01,2.333867e-01,-1.139333e+01
8.900000e+01,2.150133e-01,-1.143067e+01
8.910000e+01,2.300800e-01,-1.140467e+01
8.920000e+01,2.257333e-01,-1.147733e+01
8.930000e+01,2.254400e-01,-1.155667e+01
8.940000e+01,2.211733e-01,-1.135333e+01
8.950000e+01,2.279467e-01,-1.151267e+01
8.960000e+01,2.423733e-01,-1.132333e+01
8.970000e+01,2.198400e-01,-1.134800e+01
8.980000e+01,2.219200e-01,-1.139200e+01
8.990000e+01,2.275467e-01,-1.139600e+01
9.000000e+01,2.266667e-01,-1.152533e+01
9.010000e+01,2.360000e-01,-1.150867e+01
9.020000e+01,2.314133e-01,-1.135600e+01
9.030000e+01,2.263733e-01,-1.145133e+01
9.040000e+01,2.220800e-01,-1.134800e+01
9.050000e+01,2.244533e-01,-1.142067e+01
9.060000e+01,2.388800e-01,-1.125600e+01
9.070000e+01,2.280533e-01,-1.134533e+01
9.080000e+01,2.250400e-01,-1.133133e+01
9.090000e+01,2.259733e-01,-1.148267e+01
9.100000e+01,2.260800e-01,-1.137267e+01
9.110000e+01,2.315200e-01,-1.134933e+01
9.120000e+01,2.265600e-01,-1.143733e+01
9.130000e+01,2.307200e-01,-1.149333e+01
9.140000e+01,2.442133e-01,-1.136333e+01
9.150000e+01,2.280533e-01,-1.153600e+01
9.160000e+01,2.375467e-01,-1.135467e+01
9.170000e+01,2.236533e-01,-1.153600e+01
9.180000e+01,2.313067e-01,-1.134000e+01
9.190000e+01,2.277067e-01,-1.141667e+01
9.200000e+01,2.249333e-01,-1.144133e+01
9.210000e+01,2.301867e-01,-1.133133e+01
9.220000e+01,2.198400e-01,-1.144800e+01
9.230000e+01,2.341867e-01,-1.129467e+01
9.240000e+01,2.239467e-01,-1.146733e+01
9.250000e+01,2.175733e-01,-1.144400e+01
9.260000e+01,2.179733e-01,-1.202333e+01
9.270000e+01,2.199467e-01,-1.149200e+01
9.280000e+01,2.273067e-01,-1.141800e+01
9.290000e+01,2.301333e-01,-1.127267e+01
9.300000e+01,2.295733e-01,-1.128933e+01
9.310000e+01,2.241067e-01,-1.141800e+01
9.320000e+01,2.255200e-01,-1.128600e+01
9.330000e+01,2.282400e-01,-1.141933e+01
9.340000e+01,2.214400e-01,-1.138400e+01
9.350000e+01,2.324000e-01,-1.137533e+01
9.360000e+01,2.286933e-01,-1.144267e+01
9.370000e+01,2.256800e-01,-1.163200e+01
9.380000e+01,2.321067e-01,-1.140000e+01
9.390000e+01,2.258667e-01,-1.147600e+01
9.400000e+01,2.202933e-01,-1.131533e+01
9.410000e+01,2.298400e-01,-1.138533e+01
9.420000e+01,2.262667e-01,-1.152533e+01
9.430000e+01,2.248800e-01,-1.144133e+01
9.440000e+01,2.241067e-01,-1.138133e+01
9.450000e+01,2.243467e-01,-1.138933e+01
9.460000e+01,2.222133e-01,-1.145267e+01
9.470000e+01,2.283467e-01,-1.144533e+01
9.480000e+01,2.398133e-01,-1.148800e+01
9.490000e+01,2.269067e-01,-1.145133e+01
9.500000e+01,2.241867e-01,-1.142200e+01
9.510000e+01,2.262667e-01,-1.127667e+01
9.520000e+01,2.147467e-01,-1.153600e+01
9.530000e+01,2.193067e-01,-1.152400e+01
9.540000e+01,2.292800e-01,-1.149067e+01
9.550000e+01,2.320000e-01,-1.139733e+01
9.560000e+01,1.571200e-01,-1.148400e+01
9.570000e+01,2.300800e-01,-1.131667e+01
9.580000e+01,2.288533e-01,-1.144533e+01
9.590000e+01,2.345867e-01,-1.139600e+01
9.600000e+01,2.397600e-01,-1.141000e+01
9.610000e+01,2.171733e-01,-1.138267e+01
9.620000e+01,2.287467e-01,-1.140467e+01
9.630000e+01,2.274133e-01,-1.152267e+01
9.640000e+01,2.255200e-01,-1.143600e+01
9.650000e+01,2.258667e-01,-1.136333e+01
9.660000e+01,2.332800e-01,-1.137400e+01
9.670000e+01,2.205333e-01,-1.152267e+01
9.680000e+01,2.341333e-01,-1.145933e+01
9.690000e+01,2.351200e-01,-1.146333e+01
9.700000e+01,2.315200e-01,-1.148533e+01
9.710000e+01,2.082933e-01,-1.133000e+01
9.720000e+01,2.317067e-01,-1.150067e+01
9.730000e+01,2.275467e-01,-1.140000e+01
9.740000e+01,2.242933e-01,-1.126000e+01
9.750000e+01,2.293333e-01,-1.141667e+01
9.760000e+01,2.285867e-01,-1.136600e+01
9.770000e+01,2.341867e-01,-1.141533e+01
9.780000e+01,2.259733e-01,-1.128933e+01
9.790000e+01,2.384267e-01,-1.145400e+01
9.800000e+01,2.060533e-01,-1.146867e+01
9.810000e+01,2.325067e-01,-1.140000e+01
9.820000e+01,2.308267e-01,-1.145400e+01
9.830000e+01,2.290933e-01,-1.151133e+01
9.840000e+01,2.297333e-01,-1.138800e+01
9.850000e+01,2.262133e-01,-1.149067e+01
9.860000e+01,2.227733e-01,-1.136333e+01
9.870000e+01,2.313067e-01,-1.133867e+01
9.880000e+01,2.708000e-01,-1.139067e+01
9.890000e+01,2.314133e-01,-1.149200e+01
9.900000e+01,2.206400e-01,-1.148933e+01
9.910000e+01,2.350667e-01,-1.144800e+01
9.920000e+01,2.266133e-01,-1.156333e+01
9.930000e+01,2.307200e-01,-1.145667e+01
9.940000e+01,2.284000e-01,-1.133467e+01
9.950000e+01,2.262133e-01,-1.155000e+01
9.960000e+01,2.292267e-01,-1.125333e+01
9.970000e+01,2.318667e-01,-1.125600e+01
9.980000e+01,2.338933e-01,-1.105000e+01
9.990000e+01,2.364533e-01,-1.145933e+01
